Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường Nguyễn Văn Giáp, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",80.00,5.00,5.50,Đông,Đông,3,3,3,Have certificate,Full,4.19
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",48.00,3.50,5.00,Đông - Bắc,Đông - Bắc,2,4,3,Have certificate,Full,4.80
"Đường Lê Thiết Hùng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.00,5.00,7.50,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,4.29
"Green River quận 8, số 2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.00,15.00,15.00,Đông - Nam,Đông - Nam,1,2,3,Have certificate,Basic,5.70
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",50.00,4.00,6.00,Tây - Bắc,Tây - Bắc,4,5,6,Have certificate,Full,9.30
"Ngõ 168, Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",50.00,3.00,2.00,Đông - Nam,Đông - Nam,5,8,8,Have certificate,Full,8.60
"Đường Ngô Gia Tự, Phường Phú Lâm, Tuy Hòa, Phú Yên",140.00,5.00,16.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,4.00
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",50.80,30.00,5.00,Đông - Nam,Đông - Nam,1,2,2,Have certificate,Basic,3.95
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",39.30,4.00,3.00,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Full,4.68
"Dự án Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",80.00,6.00,6.00,Đông - Bắc,Đông - Nam,3,3,2,Sale contract,Basic,5.30
"Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",49.50,4.50,12.00,Tây - Bắc,Tây - Bắc,3,4,3,Have certificate,Basic,4.65
"Phường Tân Hiệp, Biên Hòa, Đồng Nai",260.00,69.00,10.00,Tây - Nam,Tây - Nam,1,3,2,Have certificate,Full,8.80
"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",18.00,6.00,5.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,3.30
"Đường Trần Duy Chiến, Phường Mân Thái, Sơn Trà, Đà Nẵng",65.50,5.00,5.00,Đông - Nam,Đông - Nam,3,3,2,Have certificate,Basic,3.20
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",51.00,13.34,2.20,Tây,Nam,2,3,2,Have certificate,Basic,7.20
"Đường Nguyễn Tất Thành, Phường 9, Tuy Hòa, Phú Yên",88.00,7.00,3.00,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Basic,2.30
"Dự án Hiệp Thành III, Đường 12, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",100.00,5.00,8.00,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,6.20
"Đường Dương Văn An, Phường Mân Thái, Sơn Trà, Đà Nẵng",75.00,6.00,5.50,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,4.70
"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",63.00,5.20,6.00,Đông,Đông,2,3,2,Have certificate,Full,2.90
"Dự án Tân Uyên Central Point, Đường ĐT 746, Phường Hội Nghĩa, Tân Uyên, Bình Dương",63.00,5.00,17.00,Đông - Nam,Đông - Nam,3,2,2,Have certificate,Full,1.69
"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",30.00,5.00,3.00,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,6.10
"Đường Âu Cơ, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng",73.00,5.00,3.00,Tây - Bắc,Tây - Bắc,3,3,4,Have certificate,Full,3.40
"101/26/, Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",24.00,3.00,4.00,Nam,Nam,2,2,2,Have certificate,Basic,3.00
"Hẻm 115 Đường Lê Trọng Tấn, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",65.00,4.00,6.00,Đông,Đông,1,4,3,Have certificate,Basic,6.20
"Đường Tô Ký 6, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",80.00,4.00,6.00,Tây - Bắc,Tây - Bắc,3,6,5,Have certificate,Full,6.00
"104/80/20, Đường Hiệp Thành 45, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",56.30,4.00,3.00,Tây - Bắc,Tây - Bắc,1,1,2,Have certificate,Basic,3.50
"Phường Biên Giang, Quận Hà Đông, Hà Nội",39.00,5.99,3.00,Đông - Nam,Đông - Nam,3,3,2,Have certificate,Full,2.70
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",80.50,5.00,6.00,Đông - Bắc,Đông - Bắc,2,3,4,Have certificate,Full,9.70
"Hẻm 616, Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",55.00,4.50,7.00,Đông,Đông,4,4,4,Have certificate,Full,5.80
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",72.00,4.00,4.00,Bắc,Bắc,3,4,5,Have certificate,Full,5.50
"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",64.00,4.00,7.00,Nam,Nam,4,5,5,Have certificate,Full,5.20
"239, Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",44.00,4.00,6.00,Bắc,Bắc,3,4,3,Have certificate,Basic,4.40
"528A/15A Đường Hưng Phú, Phường 9, Quận 8, Hồ Chí Minh.",44.50,4.29,2.00,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,3.35
"Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Hồ Chí Minh",29.00,2.55,4.00,Tây - Bắc,Tây - Bắc,4,3,3,Have certificate,Basic,5.50
"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",58.00,5.10,5.00,Bắc,Bắc,3,3,5,Have certificate,Full,6.75
"Dự án Đại Phúc Green Villas, Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",100.00,5.00,12.00,Tây - Bắc,Tây - Bắc,4,4,5,Have certificate,Full,9.00
"Dự án Phú Hồng Khang - Phú Hồng Đạt, Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",60.00,4.00,12.00,Đông,Đông,3,4,4,Have certificate,Full,3.70
"Hẻm 256, Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",56.00,8.00,3.00,Bắc,Bắc,4,4,3,Have certificate,Full,6.50
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",64.00,5.00,5.00,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,7.80
"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",87.00,5.00,24.00,Đông - Nam,Đông - Nam,4,5,4,Sale contract,Full,5.40
"Khu dân cư Tân lập, Tân Lập, Đan Phượng, Hà Nội",31.00,5.30,2.20,Đông,Đông,4,3,3,Have certificate,Basic,3.45
"Dự án Sài Gòn Mới, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",76.00,4.00,10.00,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,7.50
"Dự án KDC Hồng Loan, Phường Hưng Thạnh, Cái Răng, Cần Thơ",80.00,5.00,16.00,Đông - Bắc,Đông - Bắc,3,4,4,Have certificate,Full,5.80
"Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",79.20,10.00,10.00,Đông - Bắc,Đông - Bắc,2,1,1,Sale contract,Basic,4.40
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội.",37.00,4.50,3.00,Tây,Tây,5,3,4,Have certificate,Full,5.48
"Đường Vĩnh Phú 10, Phường Vĩnh Phú, Thuận An, Bình Dương",73.00,5.00,8.00,Đông,Đông,2,2,2,Have certificate,Full,3.23
"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",76.00,4.00,6.00,Tây,Tây,3,3,4,Have certificate,Full,7.85
"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",80.00,4.00,5.00,Đông,Đông,2,3,3,Have certificate,Full,7.50
"Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",91.00,7.00,12.00,Nam,Nam,1,2,2,Have certificate,Basic,8.30
"Đường Lê Đình Thám, Phường Tân Quý, Tân Phú, Hồ Chí Minh",65.00,4.20,12.00,Nam,Nam,2,3,2,Have certificate,Full,9.30
"Phố Lương Định Của, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",100.00,5.00,10.50,Tây,Tây,3,5,4,Have certificate,Full,6.90
"Dự án KĐT Lê Hồng Phong II, Đường 2C, Phường Phước Hải, Nha Trang, Khánh Hòa",100.00,5.00,13.00,Tây - Bắc,Tây - Bắc,3,3,4,Sale contract,Full,6.70
"Đường Đông Hưng Thuận 11, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",128.00,5.00,12.00,Bắc,Bắc,1,3,2,Have certificate,Full,9.90
"Đường Lê Đức Thọ, Phường Mai Dịch, Cầu Giấy, Hà Nội",55.00,6.00,3.00,Tây - Bắc,Tây - Bắc,4,6,6,Have certificate,Full,9.00
"Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",37.00,4.00,2.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,2.92
"Đường Hùng Vương, Phường 6, Tân An, Long An",100.00,5.00,53.00,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Full,9.20
"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",51.00,5.60,7.00,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Basic,4.60
"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",54.00,4.00,8.00,Tây - Nam,Tây - Nam,4,6,5,Have certificate,Basic,6.10
"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",50.00,4.65,12.00,Tây - Nam,Tây - Nam,5,4,6,Have certificate,Full,5.90
"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",76.50,4.00,8.00,Đông - Nam,Tây - Nam,3,4,3,Have certificate,Basic,7.90
"Đường Thạnh Lộc 31, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",98.50,4.00,8.00,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,7.40
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",57.00,5.00,7.00,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Basic,3.80
"Đường Số 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100.00,5.00,5.00,Đông - Nam,Đông - Nam,4,7,7,Have certificate,Full,9.50
"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh",32.00,3.20,12.00,Bắc,Bắc,2,2,2,Have certificate,Basic,8.60
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",180.00,6.00,15.00,Nam,Nam,3,4,4,Have certificate,Basic,10.00
"Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",54.00,4.50,5.00,Nam,Nam,2,2,2,Have certificate,Full,2.73
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Bùi Tá Hán, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",95.00,5.00,7.50,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,5.70
"Đường Kim Quan, Phường Việt Hưng, Long Biên, Hà Nội",60.00,35.00,3.00,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Basic,5.90
"Dự án VCN Phước Hải, Đường Bùi Phùng, Phường Phước Hải, Nha Trang, Khánh Hòa",75.00,5.00,22.00,Bắc,Bắc,3,4,4,Have certificate,Full,7.25
"Phố Đỗ Nhuận, Phường Đằng Lâm, Hải An, Hải Phòng",42.00,4.00,10.00,Bắc,Bắc,4,4,5,Have certificate,Full,4.00
"Đường Đại Mỗ, Phường Mỗ Lao, Hà Đông, Hà Nội",45.00,4.60,8.00,Đông - Nam,Đông - Nam,4,3,3,Have certificate,Full,9.90
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",56.00,4.00,5.00,Tây,Tây,4,5,4,Have certificate,Full,6.50
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",41.90,3.90,2.00,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Basic,4.65
"Đường Thống Nhất, Phường Tân Thành, Tân Phú, Hồ Chí Minh",60.00,4.00,6.00,Đông,Đông,3,4,4,Have certificate,Full,7.60
"Dự án Lotus Residences (Vạn Liên), Phường Hùng Thắng, Hạ Long, Quảng Ninh",99.00,5.00,7.50,Bắc,Bắc,4,5,5,Have certificate,Full,7.80
"Đường Nhị Hà, Phường Phước Hòa, Nha Trang, Khánh Hòa",77.00,5.00,16.00,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,7.75
"Đường Lê Thị Chợ, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",85.00,5.00,16.00,Đông - Nam,Đông - Nam,5,5,4,Have certificate,Full,9.80
"Dự án VCN - Phước Long, Đường Nguyễn Thị Được, Phường Phước Hải, Nha Trang, Khánh Hòa",53.80,5.00,10.00,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,4.50
"Đường 5, Phường Cự Khối, Long Biên, Hà Nội",60.00,5.00,12.00,Đông - Bắc,Tây - Bắc,6,5,4,Have certificate,Full,7.00
"Kim Chung, Hoài Đức, Hà Nội",32.00,3.20,2.50,Nam,Nam,4,3,4,Have certificate,Basic,3.65
"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",46.30,4.00,5.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,5.70
"318.100.35 Đường Đê La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",15.00,4.55,3.00,Đông - Nam,Đông - Nam,5,2,2,Have certificate,Full,2.80
"Ngõ 25, Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",62.00,5.40,3.00,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Basic,8.90
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",88.00,4.60,8.00,Đông,Đông,3,4,4,Have certificate,Full,9.90
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",97.00,5.20,8.00,Bắc,Bắc,4,4,5,Have certificate,Full,6.70
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",34.00,3.20,4.50,Nam,Nam,5,3,4,Have certificate,Basic,5.60
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",55.00,3.50,10.00,Tây - Bắc,Tây - Bắc,4,3,3,Have certificate,Full,9.50
"Đường Ngô Thì Nhậm, Phường Dĩ An, Dĩ An, Bình Dương",75.00,5.00,5.00,Bắc,Bắc,2,3,2,Have certificate,Basic,3.65
"Đường Tỉnh lộ 72, Xã An Khánh, Hoài Đức, Hà Nội.",33.00,4.00,3.00,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Full,2.95
"Đường An Lạc, Phường Sở Dầu, Hồng Bàng, Hải Phòng",58.00,5.00,20.00,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Full,5.98
"Đường Lán Bè, Phường Lam Sơn, Lê Chân, Hải Phòng",60.00,5.40,20.00,Đông - Nam,Đông - Nam,4,3,3,Have certificate,Full,7.99
"Phường Văn Quán, Hà Đông, Hà Nội",45.00,6.00,5.00,Đông - Nam,Đông - Nam,5,4,5,Have certificate,Basic,9.50
"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",50.00,4.00,10.00,Tây - Bắc,Tây - Bắc,4,3,4,Have certificate,Full,8.50
"Đường Bùi Thị Xuân, Phường Tân Bình, Dĩ An, Bình Dương",60.00,6.00,8.00,Tây,Tây,2,3,2,Have certificate,Basic,3.10
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",34.00,3.20,4.00,Đông,Đông,5,3,5,Have certificate,Basic,5.50
"Đường Hương Lộ 6, Xã Thạnh Phú, Vĩnh Cửu, Đồng Nai",109.00,5.50,5.00,Đông - Bắc,Đông - Bắc,2,3,2,Have certificate,Full,1.95
"Ngõ 103, Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",45.00,5.00,3.00,Tây - Nam,Tây - Nam,5,5,4,Have certificate,Basic,6.70
"Đường Võ Văn Ngân, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",54.10,6.25,7.00,Đông,Đông,3,4,3,Have certificate,Full,7.20
"Phường Phước Tân, Biên Hòa, Đồng Nai",138.00,5.00,6.00,Nam,Nam,1,3,2,Have certificate,Full,2.70
"KĐT Lê Hồng Phong II, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",75.00,5.00,13.00,Tây - Bắc,Tây - Bắc,3,3,4,Sale contract,Basic,6.50
"Đường 422, Xã Tân Lập, Đan Phượng, Hà Nội",30.00,5.50,2.30,Đông,Đông,5,4,4,Have certificate,Basic,2.88
"Ngõ 95/106, Đường Vũ Xuân Thiều, Phường Phúc Lợi, Long Biên, Hà Nội",47.40,5.00,5.00,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Basic,7.50
"Đường Quốc Lộ 6A, Xã Phụng Châu, Chương Mỹ, Hà Nội",34.00,1.00,3.00,Tây,Tây,3,3,3,Have certificate,Basic,1.85
"Đường Phạm Vấn, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",85.00,5.00,7.50,Tây,Nam,2,2,2,Have certificate,Full,6.50
"Đường Hương lộ 45, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",60.00,5.20,3.00,Nam,Nam,2,5,5,Have certificate,Basic,1.90
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",42.00,4.50,3.00,Đông,Đông,6,3,5,Have certificate,Basic,8.80
"KĐT Lê Hồng Phong II, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",112.00,8.00,13.00,Tây - Bắc,Tây - Bắc,3,3,5,Sale contract,Full,10.00
"Phố Ngọc Trì, Phường Ngọc Thụy, Long Biên, Hà Nội",65.00,5.00,6.00,Đông - Nam,Tây - Bắc,5,4,5,Have certificate,Full,7.20
"Đường 8, Phường Hưng Thạnh, Cái Răng, Cần Thơ",89.00,5.00,18.00,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,5.18
"Đường Nguyễn Đình Trân, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",90.00,5.00,7.50,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,6.45
"Đường 5, Phường Hưng Thạnh, Cái Răng, Cần Thơ",90.00,5.00,18.00,Đông - Bắc,Đông - Bắc,3,3,5,Have certificate,Full,5.89
"Đường Hương Lộ 80B, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",82.50,5.00,10.00,Tây - Nam,Tây - Nam,5,5,6,Have certificate,Basic,7.00
"Đường Phạm Cự Lượng, Phường An Hải Đông, Sơn Trà, Đà Nẵng",81.90,3.59,7.50,Tây - Nam,Tây - Nam,1,2,1,Have certificate,Basic,6.75
"Đường Bùi Xương Trạch, Phường Khương Mai, Thanh Xuân, Hà Nội",30.00,4.00,4.00,Tây - Bắc,Tây - Bắc,4,4,3,Have certificate,Basic,5.40
"30/24 Đỗ Nhuận, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",32.30,4.00,10.00,Nam,Nam,2,2,2,Have certificate,Basic,4.50
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.00,4.20,5.00,Tây,Tây,3,3,3,Have certificate,Basic,5.30
"Đường An Viễn, Xã Giang Điền, Trảng Bom, Đồng Nai.",189.00,5.00,7.00,Đông - Bắc,Đông - Bắc,1,3,3,Have certificate,Full,1.90
"Xã Diên An, Diên Khánh, Khánh Hòa",167.00,8.00,6.00,Tây,Tây,1,4,3,Have certificate,Basic,1.90
"Đường Phạm Văn Nghị, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",63.00,4.50,5.00,Nam,Nam,4,4,3,Have certificate,Full,8.60
"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",46.00,46.00,3.00,Tây - Nam,Tây - Nam,2,4,2,Have certificate,Basic,6.00
"Phố Phùng Hưng, Xã An Viễn, Trảng Bom, Đồng Nai",80.00,4.00,8.00,Tây - Nam,Tây - Nam,2,4,2,Have certificate,Basic,2.10
"Đường Lưu Úc, Phường Phù Liễn, Kiến An, Hải Phòng",59.00,5.90,5.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,2.25
"Đường Mê Linh, Phường Khai Quang, Vĩnh Yên, Vĩnh Phúc",90.00,4.50,24.00,Tây - Nam,Tây - Nam,3,3,2,Have certificate,Basic,7.50
"Đường 21A, Xã Phụng Châu, Chương Mỹ, Hà Nội",41.00,4.00,4.50,Tây - Nam,Tây - Nam,3,3,2,Have certificate,Basic,2.65
"Đường 38, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",92.00,4.00,8.00,Đông - Nam,Đông - Nam,4,5,3,Have certificate,Full,8.10
"Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",68.00,4.50,4.00,Tây - Bắc,Tây - Bắc,2,1,1,Have certificate,Full,2.49
"Phố Trần Đại Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",125.00,5.00,48.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,7.50
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng.",90.00,7.00,10.50,Đông - Nam,Đông - Nam,2,2,1,Have certificate,Basic,7.15
"Đường Lê Đình Cẩn, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",36.00,5.00,5.00,Tây,Tây,3,3,3,Have certificate,Basic,2.35
"Đường Phan Thanh Giản, Phường Lái Thiêu, Thuận An, Bình Dương",141.00,5.00,4.00,Đông - Nam,Đông - Nam,1,2,1,Have certificate,Basic,3.70
"Đường Lý Nhân Tông, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",93.00,5.00,75.00,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,7.40
"Dự án Mỹ Gia, Phố Phùng Hưng, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",100.00,5.00,16.00,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Basic,6.00
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",54.00,4.50,5.00,Tây - Bắc,Tây - Bắc,5,4,3,Have certificate,Full,6.50
"Dự án Central Riverside Thanh Hóa, Thành phố Thanh Hóa, Thanh Hóa",80.00,6.00,21.00,Đông - Bắc,Đông - Bắc,5,5,5,Have certificate,Basic,4.70
"Đường Huỳnh Thúc Kháng, Phường Nam Dương, Hải Châu, Đà Nẵng",41.00,3.13,5.50,Đông,Đông,3,3,3,Have certificate,Basic,6.70
"Đường Nguyễn Trãi, Phường Dĩ An, Dĩ An, Bình Dương",84.00,5.00,12.00,Tây,Bắc,2,3,3,Have certificate,Basic,5.70
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",30.40,5.00,3.00,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Basic,5.00
"Đường Nguyễn Đình Chiểu, Phường Đông Hòa, Dĩ An, Bình Dương",69.00,42.00,5.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,3.60
"Đường Bàu Năng 8, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",85.00,5.00,5.50,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,6.45
"Đường Bàu Năng 5, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",85.00,5.00,5.50,Tây - Bắc,Tây - Bắc,4,4,4,Have certificate,Full,5.75
"Đường Lê Thị Bạch Cát, Phường 11, Quận 11, Hồ Chí Minh",70.00,4.00,4.00,Bắc,Bắc,3,7,7,Have certificate,Full,8.30
"312/3, Đường Ngô Gia Tự, Phường 4, Quận 10, Hồ Chí Minh",30.00,6.00,6.00,Đông - Bắc,Đông - Bắc,3,3,2,Have certificate,Basic,5.00
"Đường Bà Hạt, Phường 4, Quận 10, Hồ Chí Minh",33.00,3.10,5.00,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,4.35
"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",29.00,4.60,4.00,Tây,Tây,1,2,2,Have certificate,Basic,3.50
"Số 29, Đường Nam Phong, Phường Nam Hải, Hải An, Hải Phòng",46.50,5.00,3.00,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,2.25
